text,label,source_id
"새해 파티에서 과음 후 친구들에게 힘든 심정을 털어놓았고, 부모님께도 대학 생활의 어려움을 이야기했습니다. 이로 인해 소셜 미디어를 삭제할까 고민 중입니다.",moderate,dsl_00004779
"글쓴이는 현재 매우 어려운 상황에 처해 있으며, 토요일까지 쫓겨날 위기에 있습니다. 많은 의뢰를 처리해야 하고, 미래에 대한 희망을 잃어 자살을 고려하고 있습니다. 주변 사람들에게 의지할 수 없다고 느끼며, 온라인 친구들과의 관계도 소원해졌습니다. 글쓴이는 현재 매우 절망적인 상태입니다.",moderate,dsl_00004780
"많은 사람들과의 교류가 필요한 직업에 종사하는 사람이 우울감과 의욕 저하로 인해 어려움을 겪고 있으며, 타인과의 관계에서 힘들어하는 상황에 대한 조언을 구하고 있습니다.",moderate,dsl_00004781
"최근 심각한 우울증을 겪으면서 연인에 대한 감정을 잃어버린 것 같아 관계를 끝내고 싶다는 생각을 반복적으로 하게 되었고, 현재 두 사람 모두 혼란스러운 상황입니다.",moderate,dsl_00004782
"새해에 좋지 않은 경험을 했지만, 우울증을 극복하고 더 나은 삶을 살기를 희망하며, 어려움 속에서도 시작을 다짐하고 있습니다.",moderate,dsl_00004783
"가족 구성원의 약물 중독으로 인한 사망으로 슬픔을 표현하며, 가족들이 겪은 혼란, 슬픔, 죄책감과 어려움을 호소하고 있습니다.",moderate,dsl_00004784
"글쓴이는 오늘 자살을 시도할 가능성이 크다고 말하며, 사람을 믿었던 점을 가장 큰 후회로 생각합니다. 더 이상 화를 내지 않고 모든 것을 놓아주기로 결심했으며, 오래도록 세상에 머물도록 운명지어진 것이 아니라고 생각합니다.",moderate,dsl_00004785
여자친구가 힘든 상황을 만들고 있다.,moderate,dsl_00004786
"삶의 정체감과 무기력감으로 힘들어하며, 이전 복용 경험이 있었던 항우울제 복용 여부를 고민 중입니다. 부작용과 약 복용 중단 과정의 어려움 때문에 다른 대안을 찾고 있지만, 약 복용을 통해 삶의 어려움을 극복할 수 있을지 고민하고 있습니다.",moderate,dsl_00004787
오랜 우울증을 겪는 사람이 아버지의 갑작스러운 병환과 직업 상실 가능성으로 인해 극심한 불안과 무력감을 느끼며 일상생활에 어려움을 겪고 있다.,moderate,dsl_00004788
"최근의 힘든 일로 인해 심리적으로 어려움을 겪고 있으며, 슬픈 영상들을 보면서 위로를 받고 있습니다. 비슷한 경험을 하는 다른 사람들을 찾고 있습니다.",moderate,dsl_00004789
"글쓴이는 사람과의 접촉이 거의 없어 정신적으로 매우 힘들어하며, 이러한 상황이 지속될 경우 심각한 영향을 받을 수 있다고 우려하고 있습니다.",moderate,dsl_00004790
"업무 효율을 유지하면서 집중력을 잃지 않는 방법에 대한 질문입니다. 온라인 학습 중 의미 없는 콘텐츠를 접하면 집중력이 흐트러지고, 무엇을 해야 할지 막막한 상황에 대한 고민을 표현하고 있습니다.",moderate,dsl_00004791
"청소년이 심각한 정신적 고통을 느끼며 자살 충동을 느끼고 있습니다. 과거의 트라우마, 신체 이미지 문제, 관계의 어려움, 학교 폭력, 그리고 가족과의 관계 문제 등으로 인해 극심한 우울감과 무력감을 느끼고 있습니다. 자살에 대한 생각과 상상을 끊임없이 하고 있으며, 주변 사람들에게 자신의 고통을 알리고 싶어 하지만, 동시에 아무도 자신을 그리워하지 않기를 바라는 모순적인 감정을 느끼고 있습니다.",moderate,dsl_00004792
"학교 첫날 이후, 글쓴이는 극심한 우울감과 무력감을 느끼고 있습니다. 미래에 대한 희망 없이, 죽음을 갈망하며, 자신의 존재 가치에 대해 깊은 회의감을 느끼고 있습니다. 가족에게 자신의 감정을 털어놓을 수 없다고 생각하며, 매일 밤 죽음을 기원합니다.",moderate,dsl_00004793
"4년 반 동안 우울증을 겪으며 약을 복용한 사람입니다. 처방받은 약을 6개월 복용 후에도 우울감과 외로움을 느끼며, 어디에도 속해 있지 않다는 감정을 느낀다고 합니다.",moderate,dsl_00004794
"화자는 형제자매와 자신의 상황을 비교하며 학교 생활에 대한 불만을 토로하고 있습니다. 학교 시스템, 학업 성취, 미래에 대한 불안감, 그리고 주변 사람들의 무관심에 대해 어려움을 느끼고 있습니다.",moderate,dsl_00004795
"글쓴이는 새해를 맞아 주변 사람들의 활발한 삶을 보면서 자신의 무료하고 반복적인 일상에 대해 우울감을 느꼈습니다. 사회 불안과 외모에 대한 자신감 부족으로 인해 다른 사람들과 교류하기 어렵고, 연애 경험도 없이 뒤쳐져 있다고 느낍니다. 이러한 상황에 대한 깊은 좌절감과 무력감을 느끼며, 삶의 의미에 대해 고민하고 있습니다. 화자는 자신의 결점을 끊임없이 지적하는 생각 때문에 외부 활동에 어려움을 느끼고 좌절감을 느낍니다. 다른 사람들의 발전하는 모습과 대비되어 더욱 답답함을 느낀다고 합니다.",moderate,dsl_00004796
"새해에 키우던 고양이가 사망하여 슬픔에 잠겼습니다. 고양이는 항상 함께하며 위로가 되어 주었고, 떠남으로 큰 상실감을 느낍니다.",moderate,dsl_00004797
"어느 날, 본인은 부모님 앞에서 울면서 힘든 감정을 느꼈습니다. 과거에 앓았던 질병 때문에 일상생활에 어려움을 겪었고, 심각한 고통으로 인해 자살까지 생각한 적이 있습니다. 최근 건강이 악화되면서 과거의 힘든 시기가 다시 돌아올까 봐 두려워하고 있으며, 현재는 매우 약하고 불안한 상태입니다.",moderate,dsl_00004798
"새해에 여자친구와 함께 시간을 보내려 했지만, 우울증과 불안 때문에 관계가 악화되어 헤어지게 되었다. 현재 심각한 우울감을 느끼고 있으며, 자살 충동을 느끼고 있다.",moderate,dsl_00004799
"자신의 삶의 목적을 달성할 수 없을 때, 다른 의미를 찾고 싶어하는 심리 상태를 표현.",moderate,dsl_00004800
"20대 여성분이 최근 이별과 회사 업무 부재로 인해 집에 머무르는 시간이 많아졌습니다. 한 달 동안 미각을 잃고 식욕이 없으며, 대부분의 시간을 침대에 누워 지냅니다. 수면 장애를 겪고 있으며, 입시 준비에 대한 의욕도 없습니다. 주변 사람들의 지지에도 불구하고, 외로움과 절망감에 시달리고 있습니다.",moderate,dsl_00004801
"오랜 기간 불안 및 우울증으로 어려움을 겪었으나, 치료를 통해 회복 중이며 긍정적인 변화와 행복을 희망하고 있습니다.",moderate,dsl_00004802
"현재 상황이 매우 좋지 않아서 극복하기 어렵고, 노력에도 불구하고 아무런 변화가 없어 지쳐있는 상황입니다. 상황이 좋지 않다는 것을 인지하고 있지만, 아직 포기하기는 어려운 심정입니다.",moderate,dsl_00004803
"고등학교 졸업 후 새로운 도시의 대학에 다니기 시작했지만, 주변에 친구가 없어 외로움을 느끼고 있습니다. 가족 외에는 의지할 사람이 없고, 다른 사람들은 즐겁게 지내는 것 같아 우울감을 느낍니다. 최근에는 수면과 식욕에 변화가 있어 우울증을 의심하고 있습니다.",moderate,dsl_00004804
"최근 우울감과 자살 충동이 심해지고, 삶의 의지가 약해지는 어려움을 겪고 있습니다. 약물 복용으로 인해 증상이 악화될 가능성을 우려하며, 감정적으로 예민해지고 무기력감을 느낍니다. 상담을 받으려고 했으나 어려움을 겪고 있으며, 자살 충동을 느낄 때 도움을 요청하는 것을 망설이고 있습니다.",moderate,dsl_00004805
"글쓴이는 고등학교 동창의 소셜 미디어 게시물을 보고 자신의 삶에 대한 무가치함과 좌절감을 느꼈습니다. 글쓴이는 직업, 파트너, 목표 없이 살아가고 있으며, 자신이 가진 것들이 노력으로 얻은 것이 아니라고 생각합니다. 현재 상황에 만족하지 못하고, 삶의 의미를 찾지 못해 어려움을 겪고 있습니다.",moderate,dsl_00004806
"10대 남성이 입술 위에 오랫동안 있던 덩어리 때문에 심리적으로 어려움을 겪고 있으며, 주변 사람들에게 도움을 요청하는 것을 두려워하고 있습니다.",moderate,dsl_00004807
새해에 친구들의 초대를 받지 못해 외로움을 느끼는 사람이 있다. 소셜 미디어에서 다른 사람들의 즐거운 모습이 더욱 외로움을 느끼게 한다.,moderate,dsl_00004808
"아침부터 기분이 좋지 않아 긍정적인 태도를 유지하려고 노력했지만, 부정적인 사람들과의 만남으로 인해 힘든 시간을 보내고 있다. 사람들의 폐쇄적이고 험악한 태도에 지쳐서 괴로워하고 있다.",moderate,dsl_00004809
"해외 생활 후 귀국한 시점에서 심각한 우울감, 불안, 절망감을 느끼며, 자존감 저하, 고독감, 죽음에 대한 생각 등으로 어려움을 겪고 있으며, 이러한 상태는 가족에게도 영향을 미치고 있다.",moderate,dsl_00004810
"명절 후 현실로 돌아와 가족과의 시간은 불편했지만, 사촌들의 행복한 삶을 보며 부러움을 느꼈다. 현재, 가족과의 관계는 좋지 않고, 외로운 환경에서 불안감을 느끼며, 미래에 대한 두려움도 있다. 이러한 상황 속에서 자신의 감정을 표현하기 어렵고, 때때로 불행하다고 느끼지만, 가족들과 함께 있을 때보다 더 행복함을 느낀다.",moderate,dsl_00004811
"새해가 시작되었음에도 불구하고 우울한 기분이 지속되고 있으며, 앞으로 상황이 나아질 것 같지 않다는 느낌을 받았습니다. 기운이 없고 우울하며, 감사한 마음이 있지만 앞으로 더 힘들어질 것 같다는 불안감을 느끼고 있습니다.",moderate,dsl_00004812
"여자친구가 우울증 진단을 받고 항우울제를 복용하기 시작한 후, 성생활에 어려움을 겪고 있습니다. 여자친구는 성관계를 원하지만 죄책감을 느껴 관계를 지속하기 어렵다고 합니다.",moderate,dsl_00004813
"오랫동안 극심한 고통에 시달리며 여러 노력을 기울였지만, 해결되지 않고 모든 것을 잃어가는 상황에 대한 이야기입니다. 열정과 관계가 사라지고, 미래에 대한 흥미를 잃은 채 고통에서 벗어나고 싶어 합니다.",moderate,dsl_00004814
"새해가 시작되었지만, 이전과 크게 다르지 않다는 느낌을 받으며, 긍정적인 변화가 있을지 의심하고 있다.",moderate,dsl_00004815
"오랫동안 우울증을 겪는 동안 감정을 느끼고 눈물을 흘리는 능력을 잃어 어려움을 겪고 있습니다. 감정을 억지로 느끼려고 노력했지만 효과가 없으며, 치료를 받고 있지만 개선되지 않고 있습니다.",moderate,dsl_00004816
"2019년에 여러 가지 노력을 했지만, 우울증으로 인해 어려움을 겪었습니다. 주변 사람들의 긍정적인 변화를 보면서 자신도 점점 냉소적으로 변해갔고, 에너지를 회복하는 데 집중해야 했습니다. 새해에도 어려움을 극복하고 다시 시작하기 위해 노력할 것입니다.",moderate,dsl_00004817
"대학교 지원 마감일이 임박했지만, 아직 지원서와 에세이를 완성하지 못하고 있다. 우울감으로 인해 동기 부여가 저하되고 미래에 대한 전망도 좋지 않다.",moderate,dsl_00004818
"새해 첫날, 친구와 심각하게 다투어 관계가 틀어졌고, 스스로에 대한 부정적인 생각에 빠졌다.",moderate,dsl_00004819
"오랫동안 상황이 나아질 것이라고 믿었지만, 현실은 점점 더 악화되어 절망감을 느끼고 있으며, 앞으로 어떻게 해야 할지 막막함을 느끼고 있습니다.",moderate,dsl_00004820
"어머니의 갑작스러운 죽음으로 깊은 슬픔과 후회를 느끼며, 죄책감과 함께 어머니의 고통을 외면했던 과거를 떠올리며 힘들어하고 있습니다.",moderate,dsl_00004821
"어머니의 지지와 사랑 속에서 힘든 어린 시절과 청소년기를 보냈지만, 우울증과 자살 충동으로 어려움을 겪었습니다. 최근 어머니의 갑작스러운 죽음으로 큰 슬픔과 상실감을 느끼고 있습니다.",moderate,dsl_00004822
"최근 집중력과 기억력 저하를 겪고 있으며, 이로 인해 답답함을 느끼고 있다.",moderate,dsl_00004823
우울증이 심각해서 우울증 검사조차 할 수 없을 정도로 힘든 경험에 대한 질문입니다.,moderate,dsl_00004824
화려한 퍼레이드를 보면서 즐거움을 느끼던 사람이 올해는 퍼레이드가 지루하고 의미 없다고 느껴 짜증을 느꼈다는 내용입니다.,moderate,dsl_00004825
"새해를 맞아 친구와 파티에 가려 했으나, 친구가 과거에 배신했던 남자친구와 사귀게 된 사실을 알게 되어 파티에 가지 못하고 우울한 시간을 보냈다. 가족에게 위로를 받았지만, 여전히 힘든 시간을 보내고 있다.",moderate,dsl_00004826
"새해 이후로 불면증에 시달리고 있으며, 과거의 실수와 후회, 그리고 소셜 미디어 사용 중단으로 인한 고립감으로 인해 우울한 감정을 느끼고 있습니다. 끊임없이 변화를 시도하지만, 결과에 만족하지 못하고 부정적인 생각에 잠겨 있습니다.",moderate,dsl_00004827
"30대 이후에도 성공 가능성에 대한 고민과, 또래에 비해 뒤쳐진 현실에 대한 불안감을 표현하고, 비슷한 경험을 가진 사람들의 조언을 구하고 있습니다.",moderate,dsl_00004828
"30대 후반의 한 사람이 여러 직업을 가지며 생활하고 있지만, 다른 사람들과 자신을 비교하며 자존감이 낮고 불행하다고 느낍니다. 다른 사람들의 성공과 자신을 비교하는 것을 멈추고 자신의 발전에 집중할 수 있는 방법에 대한 고민을 이야기하고 있습니다.",moderate,dsl_00004829
"우울감과 답답함, 분노를 느끼며 충동적인 행동을 하고, 현실감각이 흐릿하고 과거의 부정적인 기억이 떠오르는 등 심리적으로 불안정한 상태를 경험하고 있습니다.",moderate,dsl_00004830
"올해를 힘겹게 보내고 있으며, 잘 극복할 수 있을지 걱정하고 있습니다.",moderate,dsl_00004831
"화자는 자신이 우울증이라고 진단받았지만, 실제로는 우울증을 가장하고 있다고 생각합니다. 책임 회피를 위해 우울증을 변명으로 사용하고, 관심을 얻기 위해 우울증 증상을 과장하거나, 가짜로 아픈 척 연기하는 행동을 반복합니다. 이러한 행동으로 인해 학교 생활에도 어려움을 겪고 있습니다. 높은 지위를 얻기 위해 속임수를 썼다는 죄책감을 느끼고, 스스로를 속여 우울증을 앓고 있다고 믿게 되었지만, 실제로는 괜찮다고 생각합니다. 낮은 자존감과 게으름 때문에 우울증이라는 '이름'을 붙여 문제를 해결하려 했고, 피해자라는 역할을 하는 것에 중독되었습니다. 끊임없이 자신을 의심하며 이 문제에 대해 생각하지만, 현재는 이것이 진실이라고 믿고 있습니다.",moderate,dsl_00004832
"삶의 목적에 대한 질문과 관련된 내용입니다. 삶은 고통을 통해 사람을 강하게 만들지만, 그 이유는 앞으로 닥칠 더 많은 고통을 이겨내기 위한 것일 수 있다는 내용입니다.",moderate,dsl_00004833
"최근 아침에 일어나는 것이 어렵다는 어려움을 호소하며, 비슷한 어려움을 겪고 있는 사람이 있는지 질문했습니다.",moderate,dsl_00004834
"친구가 사고를 당한 후 기억 상실을 겪고 있으며, 그로 인해 친구를 알아보지 못하게 되어 힘든 상황입니다.",moderate,dsl_00004835
거울에 대한 부정적인 감정을 표현하는 게시글입니다.,moderate,dsl_00004836
계속해서 눈물이 멈추지 않는 상황입니다.,moderate,dsl_00004837
"글쓴이는 스스로를 무가치하고 쓸모없다고 느끼며, 미래에 대한 희망을 잃고 힘든 시간을 보내고 있습니다. 외로움과 불안감으로 인해 매일 힘들어하며, 주변 사람들에게 짐이 된다고 생각합니다. 더 나아지고 싶다는 바람을 가지고 있지만, 현재 상황에서 벗어나기 어려워하고 있습니다.",moderate,dsl_00004838
"2020년까지 힘든 시간을 보냈으며, 어떤 문제 때문에 환불을 요구하고 있습니다.",moderate,dsl_00004839
"20대 초반 여성이 짝사랑하는 상대방과의 관계에서, 상대방의 부적절한 행동으로 인해 심리적 고통을 겪고 있으며, 관계에 대한 기대와 현실의 괴리에서 오는 감정적 혼란을 겪고 있습니다.",moderate,dsl_00004840
"약물 및 알코올 중독에서 회복 중인 작성자는 재활 프로그램에 참여했지만, 외로움과 관계에 대한 갈망으로 인해 어려움을 겪고 있으며, 이러한 감정이 재발의 위험을 높인다고 느낍니다.",moderate,dsl_00004841
"23세 남성이 모든 것과의 단절감, 소외감을 느끼고 있으며, 이는 5년 관계 종료 후에도 지속되고 있습니다. 무감각함과 극단적인 감정 변화를 경험하며, 자신에게 집중하고 새로운 관계를 맺으려 노력하고 있지만, 다른 사람들과의 관계 형성에 어려움을 겪고 있습니다. 또래와 다른 생활 방식을 가지고 있으며, 이러한 감정이 오랫동안 지속되어 정확한 원인을 파악하기 어렵다고 합니다.",moderate,dsl_00004842
"우울증으로 인해 관계에 어려움을 겪고 있으며, 솔직한 감정 표현에도 불구하고 상대방과의 갈등이 심화되어 관계가 악화되는 상황입니다.",moderate,dsl_00004843
"20대 후반의 사람이 대학교 시절의 불행했던 기억에 대해 이야기합니다. 대학 생활을 즐기지 못했고, 현재는 직장 생활을 선호합니다. 주변 사람들과의 추억이 다르다는 생각에 힘들어하며, 사교성이 부족하다고 느낍니다. 과거의 경험과 현재의 관계 문제로 인해 어려움을 겪고 있습니다.",moderate,dsl_00004844
"최근 친구나 가족과의 관계에서 자신이 사랑받지 못한다고 느끼는 감정으로 인해 슬픔과 고립감을 경험하고 있습니다. 전문가의 조언에도 불구하고, 이러한 부정적인 감정을 극복하기 어렵다고 생각합니다.",moderate,dsl_00004845
우울증 관련 정보를 제공하는 인스타그램 계정을 추천해 달라는 요청입니다.,moderate,dsl_00004846
"글쓴이는 고양이 보호소에서 일하며 여러 마리의 고양이를 키우고 있지만, 여전히 우울하고 무력감을 느끼며 자살에 대한 생각을 합니다. 의미 있는 일을 하고 있지만 행복을 느끼지 못하는 상황에 대해 괴로워하고 있습니다.",moderate,dsl_00004847
"개인은 과거의 어려움, 낮은 자존감, 불안 등으로 인한 심각한 우울감과 절망감을 느끼며, 이는 자살 충동으로 이어지기도 하지만, 경제적 어려움과 치료 접근성의 문제로 어려움을 겪고 있습니다.",moderate,dsl_00004848
"댓글을 작성하려 할 때마다, 다른 사용자들이 심한 욕설과 비방을 쏟아내는 상황이 발생하고 있습니다.",moderate,dsl_00004849
어떤 사람이 세상을 떠나고 싶어하는 특정 날짜에 대한 질문을 올렸습니다. 다른 사람들도 같은 생각을 하고 있는지 궁금해합니다.,moderate,dsl_00004850
태어난 환경 때문에 우울감을 느끼는 사람들의 경험에 대한 질문입니다.,moderate,dsl_00005224
"글쓴이는 좋은 환경 속에서도 소외감과 무가치함을 느끼며, 최근 몇 달 동안 심리적으로 매우 힘든 시간을 보내고 있습니다. 극단적인 생각도 하며, 주변 사람들에게 피해를 주고 싶지 않아 어려움을 호소하고 있습니다.",moderate,dsl_00005225
"고등학생은 학업 부진, 가족 문제, 우울증, 유튜브 및 대마 중독으로 어려움을 겪고 있으며, 무기력감과 자존감 저하로 인해 앞으로 나아갈 방향을 찾지 못하고 있습니다.",moderate,dsl_00005226
"자해 시도를 했으나 실패했고, 심리적으로 매우 힘든 상태이며 누군가와 대화를 원하는 심정입니다.",moderate,dsl_00005227
"자해 시도를 했으나 실패했고, 누군가와 대화하고 싶어하는 심리 상태를 표현.",moderate,dsl_00005228
"명절 동안 집에 있는 동안, 가족 구성원이 우울증을 겪고 있다는 사실을 알게 되었고, 그로 인해 죄책감과 불안감을 느끼고 있다. 가족 구성원의 걱정 때문에 더욱 힘들어하며, 자신의 행동이 상대방에게 부정적인 영향을 미칠까 봐 염려하고 있다.",moderate,dsl_00005229
"자해 시도를 했으나 실패했으며, 누군가와 대화하고 싶어하는 심리 상태를 표현.",moderate,dsl_00005230
"화자와 관련된 갈등이나 어려움으로 인해 극심한 피로감을 느끼고 있으며, 더 이상 싸우고 싶지 않다는 감정을 표현하고 있습니다.",moderate,dsl_00005231
"자해 시도를 했으나 실패했고, 힘든 심정을 호소하며 누군가와 대화하고 싶어합니다.",moderate,dsl_00005232
한 사람이 다른 사람에게 불쾌감을 표현하고 있습니다.,moderate,dsl_00005233
"글쓴이는 가족, 친구들과의 관계에서 어려움을 겪고 있으며, 삶의 목적과 의미를 찾지 못해 무기력감과 외로움에 시달리고 있습니다. 감정 조절 약과 항우울제를 복용하고 있지만, 트랜스젠더로서 겪는 어려움과 종교적인 배경으로 인한 갈등으로 인해 극심한 정신적 고통을 느끼고 있습니다. 삶에 대한 두려움만이 그를 살아가게 하는 유일한 이유입니다.",moderate,dsl_00005234
"글쓴이는 새해를 혼자 보내면서 외로움과 우울감을 느꼈습니다. 주변 사람들은 즐거운 시간을 보내는 것 같았지만, 글쓴이는 자신이 이사 온 곳에서 적응하지 못하고 힘들어하며, 친구들에게 짐이 될까 봐 연락하고 싶지 않았습니다.",moderate,dsl_00005235
"최근에 괜찮은 상태였지만, 어떤 일로 인해 다시 무력감과 우울감을 느끼고 있으며, 이러한 감정으로 인해 힘들어하고 있습니다.",moderate,dsl_00005236
"매년 반복되는 힘든 상황 속에서, 화자는 극심한 절망감을 느끼며 자살 충동을 느끼고, 새해를 부정적인 방식으로 시작할 것을 예상하고 있습니다.",moderate,dsl_00005237
"글쓴이는 최근 우울감으로 인해 외로움을 느끼고 있으며, 혼자 살면서 누구와도 대화할 사람이 없어 힘들어하고 있습니다. 레딧에 처음 글을 올리는 상황입니다.",moderate,dsl_00005238
"작성자는 친구의 자살 소식에 깊은 슬픔을 느끼면서, 과거의 우울증 경험을 되돌아보고, 자신의 부정적인 감정과 고립감을 극복하기를 희망한다.",moderate,dsl_00005239
"2년 동안 여러 약을 복용했지만 효과가 없었고, 오히려 부작용이 심해 약 복용을 중단하기로 결정했습니다. 약물로 감정을 억누르는 대신, 자신의 삶을 솔직하게 살아갈 것을 선택했습니다.",moderate,dsl_00005240
"대학생 여성이 방학 동안 고향에서 우울감을 느끼며, 과거의 부정적인 기억과 가족력으로 인해 심리적 어려움을 겪고 있으며, 학교 상담의 지속 가능성에 대한 우려와 함께 누군가의 이해를 바라고 있습니다.",moderate,dsl_00005241
"오랜 우울증으로 어려움을 겪었으나, 타인의 도움과 노력을 통해 극복을 시도하며, 긍정적인 변화를 위해 일상 습관을 개선하고 소셜 미디어 사용을 줄이며, 비슷한 어려움을 겪는 사람들과 소통하고자 한다.",moderate,dsl_00005242
"화자는 자신의 존재 가치와 삶의 의미에 대해 깊은 회의감을 느끼고 있습니다. 무기력감과 절망감에 휩싸여 있으며, 미래에 대한 희망을 찾지 못하고 일상생활을 힘겹게 보내고 있습니다.",moderate,dsl_00005243
"가족의 상실, 과거의 트라우마, 관계의 어려움, 그리고 전역 후 진로 고민으로 심리적 고통을 겪고 있으며, 현재 상담 치료를 받고 있지만 어려움을 겪고 있다.",moderate,dsl_00005244
"여자친구의 생일 파티가 본인의 생일 바로 다음 날로 예정되어 있어 약간의 서운함을 느끼고 있다. 파티를 위해 노력하는 여자친구와 어머니에 대한 감사함과 함께, 본인의 생일에 특별한 계획이 없는 것에 대한 아쉬움을 표현하고 있다.",moderate,dsl_00005245
"최근 외로움과 관련된 감정으로 인해 힘들어하고 있습니다. 주변 사람들의 호의에 대해 의심을 품고, 자신에 대한 부정적인 생각 때문에 관계를 피하려는 경향이 있습니다.",moderate,dsl_00005246
"글쓴이는 어릴 적 부모님을 암으로 여의고 힘든 시간을 보내고 있습니다. 아버지와의 관계, 학업, 그리고 약물 의존 등 여러 문제로 어려움을 겪고 있으며, 미래에 대한 불안감을 느끼고 있습니다.",moderate,dsl_00005247
"화자는 자신의 존재에 대한 불만과 고통을 표현하며, 원치 않게 태어나 억지로 의미 없는 일을 해야 하는 현실에 대한 분노를 느낀다고 말한다.",moderate,dsl_00005248
"20대 여성은 과거에 자신을 성적으로 이용하고 비방했던 남성으로부터 오랜 시간 지속적인 연락을 받으며 고통받고 있으며, 이로 인해 대인관계에 대한 불안감과 상처를 느끼고 있습니다.",moderate,dsl_00005249
"가족의 죽음으로 깊은 슬픔과 고립감을 느끼는 사람이, 대인 관계 어려움과 우울감으로 대학 생활에 어려움을 겪고 있다.",moderate,dsl_00005250
"겉으로 보이는 모습과 달리 상황이 나빠지고 있으며, 불평하는 것을 멈추라는 내용입니다.",moderate,dsl_00005251
"새해를 맞아 다른 사람들과 함께하지 못하는 외로움을 느끼며, 미래에 대한 희망을 잃고 삶의 의미를 고민하고 있다.",moderate,dsl_00005252
"최근 다시 슬픔을 느끼고 있으며, 이전에는 즐거웠던 것들에 대한 흥미를 잃고, 스스로에 대한 부정적인 감정을 느끼고 있습니다. 새해에도 이러한 감정이 지속될까 봐 걱정하고 있습니다.",moderate,dsl_00005253
"누군가가 형제/자매에게 일을 시켰다가 폭력을 당하고, 부모에게 거짓말로 비난당하는 상황에 대한 이야기입니다. 화자는 부모에게 사실대로 말했지만, 부모는 화자의 말을 믿지 않고 오히려 화자를 비난합니다.",moderate,dsl_00005254
"글쓴이는 새해 전날마다 소외감을 느끼고, 다른 사람들은 즐거운 시간을 보내는 것 같지만 자신은 그렇지 않다고 느낍니다. 또한, 새해를 축하하는 것 자체의 의미에 대해 회의적인 감정을 가지고 있습니다.",moderate,dsl_00005255
2020년이 매우 어려운 시기라고 표현하고 있습니다.,moderate,dsl_00005256
"20세 남성이 오랫동안 우울증을 겪으며 힘든 시간을 보내고 있습니다. 일상생활에 어려움을 겪고 있으며, 자살에 대한 생각까지 할 정도로 심각한 상태입니다. 가족들에게 슬픈 감정을 숨기고 행복한 척해야 하는 상황에 지쳐 있습니다.",moderate,dsl_00005257
"글쓴이는 긍정적이고 외향적인 사람으로 보이지만, 쉽게 사람들과 관계를 맺는 것을 후회하고, 연락을 피하는 경향이 있습니다. 혼자 있는 것을 선호하며, 이러한 행동을 설명하기 어렵다고 느낍니다. 글쓴이는 자신의 행동에 대해 죄책감을 느끼고, 다른 사람들과의 관계를 유지하는 데 어려움을 겪고 있습니다.",moderate,dsl_00005258
"글쓴이는 극심한 외로움과 우울감으로 힘들어하며, 죽음에 대한 생각과 무관심이 심해지는 것에 대해 우려하고 있습니다. 다른 사람들의 경험에서 도움을 얻고자 조언을 구하고 있습니다.",moderate,dsl_00005259
"글쓴이는 자해 충동을 느끼고 있으며, 안전하게 자해하는 방법에 대한 질문을 하고 있습니다. 글쓴이는 피를 보고 싶고, 무감각함을 느끼지만, 죽고 싶지는 않다고 말합니다. 또한, 감염이나 상처의 문제에 대해 걱정하고 있습니다.",moderate,dsl_00005260
"항상 자신이 먼저 연락하지만, 다른 사람들은 자신에게 연락하지 않고 다른 사람들과는 연락하는 것 같아서 외로움을 느끼고 있다.",moderate,dsl_00005261
"새해에 외로움을 느끼며, 다른 사람들이 즐거운 시간을 보내는 모습을 보면서 더욱 외로움을 느꼈다고 합니다. 주변 사람들은 지난 10년의 좋았던 추억을 이야기했지만, 본인은 올해가 가장 힘든 해였다고 합니다.",moderate,dsl_00005262
"2020년에 도달하기까지 힘든 시간을 보냈고, 그 경험에 대해 후회하는 감정을 표현.",moderate,dsl_00005263
"한 남성이 한 여성에게 자신의 감정을 표현했지만 거절당했습니다. 그는 깊은 실망감과 무감각함을 느끼며, 아무런 희망도 없이 고통스러워하고 있습니다. 그는 그 여성과의 관계를 통해 미래를 꿈꿨지만, 이제는 모든 것을 포기하고 절망에 빠져 있습니다.",moderate,dsl_00005264
오늘 술을 마시지 않았다고 기뻐하는 내용입니다.,moderate,dsl_00005265
"전 남자친구가 소셜 미디어에 글을 올려 정신 건강 문제를 겪고 있는 사람을 비난했습니다. 이로 인해 해당인은 정신적인 고통을 겪었고, 주변 사람들에게 자신의 사적인 정보가 공개된 것에 대해 큰 상처를 받았습니다.",moderate,dsl_00005266
"오늘 외로움을 느끼며, 다른 사람들이 외로움을 극복하는 방법에 대해 질문했습니다.",moderate,dsl_00005267
"새해 첫날부터 계속해서 슬픔을 느끼며, 새로운 시작과 행복을 바랐지만 이루어지지 않았다.",moderate,dsl_00005268
"글쓴이는 자신의 행복과 주변 사람들의 불행이 반복적으로 동시에 나타나는 현상에 대해 깊은 고민을 하고 있으며, 이러한 상황이 개인적인 고통과 희생을 초래한다고 느낍니다.",moderate,dsl_00005269
"어렸을 때 죽었다면 더 행복했을 것이라는 바람을 표현하며, 그때는 삶에 대한 이해가 부족하고 걱정 없이 행복했을 것이라고 생각한다고 말했습니다.",moderate,dsl_00005270
극심한 절망감을 표현하는 내용입니다.,moderate,dsl_00005271
